client_id,PRBmean,CQImean,lat_p95_ms,UE,slice_entropy,sla_ok_rate,regime
C050,45.08317346764387,9.635948855498775,22.838950548287265,11.513333333333334,0.9448209997138384,1.0,light
C051,51.202438030752305,9.861765110119416,24.280566641289525,7.986666666666666,1.0147000546885212,0.9933333333333333,light
C052,58.27867119857579,10.097370337847734,30.150570367216574,9.486666666666666,1.2724560091229646,0.98,light
C053,75.94602226334564,9.27450639029819,51.14888381653457,17.24,1.6424513820015583,0.44,heavy
C054,80.76872376666275,9.1222512775762,59.2149038109046,20.54,1.8013505900144826,0.14,heavy
C055,85.14949120753587,7.83088729638475,65.40425911320749,19.546666666666667,1.601875901572426,0.04,heavy
C056,70.3480591642934,8.968942367257041,49.532828416092876,19.166666666666668,1.985474315055685,0.48,heavy
C057,70.34919827766953,9.772692799406236,48.883581306509456,19.286666666666665,1.760894730583192,0.5733333333333334,medium
C058,58.155725326379134,11.440184968635526,35.9057417988175,17.8,2.0889284777227073,0.9733333333333334,medium
C059,56.591140761530355,11.033978174585561,27.394533583081618,9.626666666666667,1.086744647560144,1.0,light
C060,60.6465757378167,9.05317201201152,38.29574524578693,14.546666666666667,0.9219494024600431,0.9466666666666667,light
C061,79.66375420077898,7.924550940274938,54.40331791204005,14.04,1.9692722534844658,0.29333333333333333,heavy
C062,67.37272447355136,10.186834043910203,42.08199860311757,15.466666666666667,1.353856708644712,0.8,medium
C063,61.6405841645011,7.150279577931134,48.492123433797815,20.266666666666666,1.882191779430631,0.56,medium
C064,84.74762506975063,8.690482430334612,63.71914961302911,20.953333333333333,1.7281732288578655,0.02666666666666667,heavy
C065,77.74927701872221,10.455488587492576,51.15981275364286,17.373333333333335,1.861572062254417,0.38,heavy
C066,64.60820266262648,6.6682282887256354,50.445068784710486,17.126666666666665,1.9454712002822176,0.4666666666666667,medium
C067,74.67559616274484,7.850308680409109,52.332741789725404,14.986666666666666,1.8632731363130453,0.4066666666666667,medium
C068,52.55486130073954,7.764111666093514,34.55637036678855,14.3,1.587952413259926,0.96,medium
C069,56.52343354492985,8.752704709400236,30.488861302030468,9.746666666666666,1.95264945396013,0.9866666666666667,light
C070,65.32320016190504,9.392487124618729,43.316817857745896,16.546666666666667,1.78932679580454,0.7733333333333333,medium
C071,73.8672057707963,8.684816199923036,50.444231077201266,16.96,2.0149528719612495,0.48,medium
C072,77.1992049021912,10.11128187516119,50.05942345373729,14.42,2.025876655224283,0.5,medium
C073,84.39711376374822,7.391949933748497,67.61577704771054,22.173333333333332,1.9149418024344493,0.03333333333333333,heavy
C074,67.0884517694166,7.112023342230557,53.14156260704403,20.373333333333335,2.059837207669119,0.38666666666666666,medium
C075,50.741151789311125,10.28327178057435,24.463166026627576,8.92,2.07533258435153,0.9933333333333333,light
C076,55.63734200910606,9.246238182308447,33.636063936971226,14.26,1.6750953435014886,0.98,medium
C077,69.96671245873684,6.511146259658272,49.844094856625354,11.24,1.7322232227150955,0.5066666666666667,medium
C078,89.16345180149125,9.005078390126691,62.37762988442978,16.6,1.9612863928009778,0.08666666666666667,heavy
C079,57.6114056487011,9.581483752258071,35.25557874190377,14.466666666666667,1.9636276248739133,0.9866666666666667,medium
C080,79.4530190952129,10.21788288794406,59.090343240862175,23.4,2.021597917014117,0.12,heavy
C081,82.65586982644201,8.679926398744751,60.648999450329114,19.486666666666668,2.1303521262773333,0.08666666666666667,heavy
C082,63.811800961731215,8.942984666832917,38.49690277931274,13.033333333333333,1.35124593676957,0.92,medium
C083,75.41962878475613,9.952620895408886,53.654082596300505,19.726666666666667,1.910763651285257,0.34,heavy
C084,52.557579320256934,11.375913400364293,26.606912392587567,11.313333333333333,0.9924161177806601,1.0,light
C085,58.22677623965998,10.322267965561263,32.853440445963734,12.986666666666666,1.6262065700116806,0.9666666666666667,light
C086,54.54035399247858,9.663178013530988,29.012769617531195,9.926666666666666,1.3941713973616783,0.9933333333333333,light
C087,86.59867892052019,11.353326469087834,63.82733134200917,25.0,2.0789911192615924,0.03333333333333333,heavy
C088,53.420489361154814,10.093674988038545,31.59262291326458,15.9,1.4805322316187515,0.98,medium
C089,48.50758918379566,10.329322663578381,26.380787732319185,12.813333333333333,1.031756234511215,1.0,light
C090,84.06916585576622,8.112506037087876,62.64894288268794,19.266666666666666,1.8632440321927008,0.06,medium
C091,52.06994604450495,8.642472016563376,27.628301116350393,8.353333333333333,1.240993468464876,1.0,light
C092,84.5547977218852,9.01111894911404,57.35031557621182,15.42,1.9260061900058842,0.22666666666666666,heavy
C093,58.857607448442465,8.030445927826642,37.571191881335544,13.233333333333333,1.8791863527325596,0.9466666666666667,medium
C094,64.04682604380821,8.385013033137682,43.643938906842344,16.006666666666668,1.8843670448658152,0.7533333333333333,medium
C095,61.013282603047195,8.547416951302573,38.847626290244456,14.453333333333333,1.709987346106002,0.9,medium
C096,84.32163826554938,9.081193489257796,60.041482404317975,19.453333333333333,2.0908396112456726,0.13333333333333333,heavy
C097,65.44347248373691,10.108936378775255,40.5973782448835,14.64,1.192136721554806,0.82,medium
C098,49.70227960446041,7.938255637158871,29.486666584529896,9.846666666666666,1.21866138420163,0.9866666666666667,light
C099,47.675056661425295,11.82318643816855,21.3425881719074,9.213333333333333,1.397609723512952,1.0,light
C100,83.75357461221786,5.6176277541905,86.0249950008963,14.433333333333334,2.0145223250016104,0.0,impaired
C101,73.86528204642443,5.514692214795986,80.02345061140687,16.14666666666667,1.6717441296490478,0.0,impaired
C102,85.85624598738117,9.644917005856616,63.54816833060349,22.013333333333332,1.524826818770776,0.1,heavy
C103,68.81106350199238,6.807004964656833,53.58513020109014,17.72,1.9908924780038622,0.35333333333333333,medium
C104,77.37988387105804,3.8966903073474266,90.21238251453308,17.846666666666668,1.4836464204548268,0.0,impaired
C105,75.17545515667038,10.279552744592648,51.777735723988144,19.273333333333333,2.0736226686455046,0.44666666666666666,heavy
C106,82.18328730586073,9.504995822512662,56.574333324129114,17.246666666666666,1.8910817345308355,0.20666666666666667,heavy
C107,58.30804294152608,6.60306875513472,41.38534731411774,13.06,2.1535579135512135,0.8266666666666667,medium
C108,57.22082220383395,9.113369127350758,35.87931998497753,15.9,1.8768596071612247,0.9466666666666667,medium
C109,54.444117899507376,9.309675282176553,26.76923501257138,6.746666666666667,1.8255082367220272,0.9933333333333333,light
C110,70.34641128369117,6.240414823326792,78.29502767120286,19.933333333333334,1.9405895349071602,0.0,impaired
C111,52.67304543382369,9.290390213656593,31.8156989163704,13.646666666666667,1.8421334576075394,0.98,medium
C112,60.59210419685916,7.683791587167878,39.53035109612372,13.586666666666666,1.933069328217689,0.86,medium
C113,68.26259297401707,8.270411197857106,43.31226347519416,11.0,1.4359368084091058,0.7933333333333333,medium
C114,73.279450310704,8.823762716763166,48.51047828258695,15.133333333333333,1.5106378621223424,0.5933333333333334,medium
C115,50.04804632125298,11.14101505804768,21.939699045886073,7.253333333333333,1.1036502055837056,1.0,light
C116,87.60193151390953,6.3538312610594945,74.03917185485331,22.266666666666666,1.8715470950928261,0.006666666666666667,heavy
C117,82.43769435146002,9.336842512646262,60.59780102317304,20.56,2.06697619076764,0.12,heavy
C118,69.20816203199227,10.601756867040491,41.4687095572411,13.913333333333334,2.1440615813383745,0.8733333333333333,heavy
C119,53.72606888326028,8.502169307366286,31.739059923031505,11.266666666666667,1.9941061631043473,0.9866666666666667,medium
C120,74.05288133889817,10.988314135583432,51.068793469311046,21.253333333333334,1.7452114962865237,0.4266666666666667,heavy
C121,52.59368918869212,8.368799361139812,35.19136978163969,16.573333333333334,1.8484860541879709,0.94,medium
C122,81.97613884462429,9.417892663064187,56.64148498327835,17.273333333333333,1.9154211678667001,0.24,heavy
C123,49.04314110927934,11.094107722551607,21.18150784796265,7.566666666666666,1.5140718310477623,1.0,light
C124,60.08930350446848,8.336437280565361,39.487828211665104,15.593333333333334,1.4290567188283783,0.8533333333333334,medium
C125,49.737711757669885,10.53467867184536,24.707516834756586,10.2,1.5813563234585275,1.0,light
C126,69.0890058491206,8.976847019874599,44.09921933365966,13.786666666666667,1.4768266096769198,0.7733333333333333,medium
C127,64.88187156432535,9.64192172869442,39.13155805636264,12.94,1.7168718239007092,0.9,medium
C128,44.379006908559816,10.159627291970857,21.81742672153848,9.326666666666666,1.5854370299037717,1.0,light
C129,51.14551257646827,12.351339964879015,22.614730859395785,8.066666666666666,1.4914869183159625,1.0,light
C130,63.27159816389974,10.03474226580145,38.24827664134512,15.026666666666667,1.7211041342871227,0.92,medium
C131,46.62463840367206,9.67753832658389,23.06998498292022,9.166666666666666,1.4898417826957595,1.0,light
C132,69.36790161374202,5.319623364948842,85.66342218575903,26.1,2.095402128163286,0.0,impaired
C133,69.74094825887626,8.994478309880789,45.94779836993443,14.393333333333333,2.009532141703391,0.7133333333333334,medium
C134,71.19803900564382,7.271770132045755,52.96364467632915,15.84,1.7576015209109206,0.4266666666666667,medium
C135,72.16427628170355,7.902100238789474,52.06384593057194,17.406666666666666,1.516708111173015,0.46,medium
C136,55.946034865902114,9.470107749244782,30.132524916558097,9.933333333333334,0.7081674905282107,1.0,light
C137,79.90139359154774,6.643519642160263,80.69377212323717,18.166666666666668,1.4868161544879033,0.0,impaired
C138,62.98100740910907,7.96503768090923,43.68329798581342,17.18,1.6617049707286375,0.7866666666666666,medium
C139,81.07942344758129,7.983005019999579,64.95203396356416,23.066666666666666,1.5314750756119633,0.013333333333333334,heavy
C140,40.29785251519483,10.042218838299329,18.99359888868735,7.96,1.4281065030915936,1.0,light
C141,61.907225633971684,7.819363240194322,47.735296286390536,20.313333333333333,1.7680314883080113,0.62,medium
C142,66.78142619235186,9.531195613419303,38.15543718901981,11.26,1.954745702959638,0.9066666666666666,medium
C143,73.37061308976027,5.5404976685254335,82.46323034297606,19.3,1.8964706060034595,0.006666666666666667,impaired
C144,58.46151079223004,9.877237118676486,34.453168063497635,15.006666666666666,1.729198061341507,0.9733333333333334,medium
C145,72.3591865330961,8.466436890780157,50.67237326404736,17.486666666666668,1.4787126000888207,0.46,medium
C146,65.87175374813366,6.836105304723652,52.16029352864791,17.8,1.959070364841104,0.4666666666666667,medium
C147,62.9230407828928,9.595236924341913,40.44944474848724,17.093333333333334,2.0074663203579552,0.8666666666666667,medium
C148,72.89493976650823,8.827073706611758,44.48330118837266,11.606666666666667,1.9349590286260063,0.7933333333333333,medium
C149,63.089824448443714,8.472504721772047,43.02089262978563,17.606666666666666,1.1629088683669415,0.82,medium
C150,45.92221744921304,12.194412037734391,20.80418733704678,9.64,1.354456131324216,1.0,light
C151,75.6925167540295,9.859295456242323,53.729340625601615,19.6,1.599790494868752,0.30666666666666664,heavy
C152,86.13990994459206,8.97553389379349,60.64994010346408,17.333333333333332,1.9130611035920955,0.14,heavy
C153,54.396549916530866,11.370687419004021,27.568285598757363,11.126666666666667,1.3146509076892992,1.0,light
C154,61.30247923368147,8.956172602994933,35.37392727693741,11.346666666666666,1.649046097002899,0.98,medium
C155,50.22801202276122,8.878924037297882,26.861326625976194,10.78,1.6510817291071136,1.0,light
C156,76.43075848065965,10.10834178708209,55.34546465828326,20.446666666666665,2.0083407552950603,0.2733333333333333,heavy
C157,58.063037883137376,9.60923366808758,30.68802144817134,10.113333333333333,1.1162791031894128,0.9866666666666667,medium
C158,81.11821028935098,5.6647872979725635,67.64629926895522,16.546666666666667,1.8504736116567833,0.04666666666666667,heavy
C159,85.07546669751075,6.876538256755025,65.82793124119752,17.06,1.9414401138541189,0.04666666666666667,heavy
C160,85.84687790718388,9.346726757397066,64.40422459898116,22.286666666666665,1.8235381115382867,0.04,heavy
C161,36.86474043092132,9.212292683051764,19.70493087295643,7.6066666666666665,1.5554881416276782,1.0,light
C162,77.57360435526631,4.564738285369765,86.59582563857842,16.8,1.8629069102680058,0.0,impaired
C163,69.89579327293283,7.804415623276383,43.436776458413966,10.766666666666667,1.9581201938149446,0.78,medium
C164,66.54669203451007,7.148408566441511,48.282726592610935,13.513333333333334,1.483836172171095,0.5733333333333334,light
C165,65.82548577561457,5.570355909286312,55.27503941474503,16.526666666666667,1.601719725490625,0.29333333333333333,medium
C166,61.75504468845125,8.340282376184529,46.153565945427005,21.42,2.044703146316141,0.74,medium
C167,83.88004694964401,11.236681621096078,57.156839117057984,17.926666666666666,1.7545714551855993,0.2,heavy
C168,91.39992248735959,8.004803603066266,70.5088830944354,21.80666666666667,1.9525900529668236,0.013333333333333334,heavy
C169,50.850423001586485,9.561692087037507,31.985607827187263,16.093333333333334,1.6726244930540881,0.9866666666666667,medium
C170,80.4378819928054,5.109838598828324,88.24541292177933,18.913333333333334,1.7115213504312488,0.0,impaired
C171,73.57641472051344,8.43840990179511,47.59746124443774,13.573333333333334,1.9486243316450365,0.66,medium
C172,63.21289001716222,8.925099972740053,36.863549738945885,11.706666666666667,2.1842429458840678,0.96,medium
C173,75.59494798701081,8.283644312912093,52.947081966688145,15.88,1.6645245018877162,0.38666666666666666,medium
C174,68.49565835692236,5.949611403816647,77.14002562587473,20.14,1.511484226725263,0.0,impaired
C175,36.89728602777335,9.150184089938248,18.062180008796975,4.346666666666667,1.7580315746993767,1.0,light
C176,44.10376535454666,11.379220598798348,20.605026942765598,10.34,1.8223855290760416,1.0,light
C177,72.54134463322309,10.295385751623458,48.39336629119795,17.52,1.9276542977295599,0.6266666666666667,medium
C178,86.94756517117817,6.28063544437907,85.77359833002339,14.973333333333333,2.126518712375453,0.0,impaired
C179,70.9341705674096,9.959633060751157,52.388739142952325,24.013333333333332,1.6753801470558387,0.41333333333333333,heavy
C180,83.973144789744,9.879473146367909,63.8892602414416,22.38,2.0629751884063707,0.04666666666666667,heavy
C181,95.2072083340707,7.529970713471076,72.94087371646842,18.733333333333334,2.1040319002258148,0.0,heavy
C182,83.25254571981213,9.993846141785792,60.049095259996044,20.726666666666667,2.005869179412303,0.14666666666666667,heavy
C183,68.5937700747925,7.825889764268887,46.29948642966695,13.233333333333333,1.4157247080218396,0.6866666666666666,medium
C184,69.51390531261022,6.373080651889122,50.5389806872521,12.093333333333334,2.1201636561789305,0.4866666666666667,medium
C185,76.93959974466438,12.857675329820621,49.78307924471394,17.866666666666667,1.7969599144348816,0.5,heavy
C186,68.52021679441397,12.653261047743705,45.3428627015858,20.413333333333334,1.363671570621561,0.7066666666666667,heavy
C187,64.14378894873754,9.368836716596455,44.82037176802615,20.066666666666666,2.129184770016934,0.7733333333333333,medium
C188,51.83485095410802,7.906807202205315,32.576633793704296,12.393333333333333,0.7698091170723824,0.9733333333333334,light
C189,89.81340605297328,10.625116532935898,62.798632546615806,18.16,1.7293956009906508,0.08,heavy
C190,65.56414013630594,7.3430664925989335,47.709388617090625,16.373333333333335,2.158652651778416,0.6266666666666667,medium
C191,67.40779184285013,4.083733906250371,78.92840578692444,15.566666666666666,1.7433291757482619,0.0,impaired
C192,60.3055656629538,8.074885891259035,37.16093285068914,11.786666666666667,2.0316430008364006,0.9533333333333334,medium
C193,53.89009778802563,10.258258821780046,28.197750991810917,10.806666666666667,1.4458075912328006,0.9866666666666667,light
C194,84.85265003733794,9.104800531783964,65.14496627841665,23.22,1.905494941252817,0.05333333333333334,heavy
C195,42.49880265236055,8.909763701496345,23.328970262097567,10.293333333333333,1.0139186458174243,1.0,light
C196,35.69314945851938,8.792483781239655,21.130521684691686,9.42,1.1918094938785408,1.0,light
C197,56.908831275499374,9.182617983248292,32.63517006255029,11.46,2.0803751566772983,0.96,medium
C198,79.20318511929202,9.653801968499076,53.5434477511539,17.486666666666668,1.9888620071513439,0.35333333333333333,heavy
C199,41.54468760142351,10.157225935824965,20.883851839625237,10.113333333333333,1.759026145922389,1.0,light
C200,61.16408929632231,9.97439153581438,32.377916245330795,9.146666666666667,1.6003574653346444,0.9933333333333333,medium
