client_id,regime,window_idx,timestamp_s,delta_s,PRBmean,PRBp95,CQImean,CQIp05,SINR_dB,BLER_DL,BLER_UL,HARQ_retx,UE,HO,DLthrmean_Mbps,ULthrmean_Mbps,lat_p50_ms,lat_p95_ms,slice_imbalance,slice_entropy,p_eMBB,p_URLLC,p_mMTC,p_XR,p_BE,reward,sla_ok_current,sla_ok_next
C001,heavy,10,900,90,76.69846322663948,82.85825734599685,9.874549263275483,7.977439214479756,16.96668080688484,0.027268381533887928,0.040851246558102405,0,22,2,58.495451001645236,21.30521157878079,34.4619543811594,59.689590747861295,0.1250061895770943,2.031672711273491,0.2851337488328049,0.2175295907382675,0.24146395264009343,0.2503263994523432,0.0055463083364909686,0.9188334895236699,0,0
C001,heavy,11,990,90,77.42139894064707,85.87475925839233,10.688115409054653,8.96452977483186,17.147824952833652,0.0349464353267189,0.028057200698513862,1,21,2,54.50995996252236,24.795851522625664,34.79410447194969,57.85579673642877,0.1386192287249023,2.000064213219394,0.2164380781440253,0.3089019640331723,0.06376648924700555,0.3613496683390582,0.049543800236738614,0.9321088115298566,0,1
C001,heavy,12,1080,90,73.3586943247434,83.6057501141186,10.590353816965512,8.370140084026897,18.78063617405622,0.009632157429066462,0.02769654112074553,1,18,0,58.14014632945492,22.32219155508354,22.098788239110327,40.74667008778136,0.181702280769926,1.9000284642625593,0.41445448775916227,0.23100057285590417,0.17709640737918006,0.17744217478502208,6.357220731403961e-06,1.0,1,1
C001,heavy,13,1170,90,73.3427617168631,74.08767682682347,8.468519054623032,5.712907772926205,16.911961176067614,0.03397354548359928,0.031029192801343364,2,19,0,59.030523502000804,18.22489231426716,28.459817406102186,42.61568522697056,0.2600336044307453,1.7181487631447878,0.389163909290212,0.15523457838451915,0.05401706405058548,0.39998144435754196,0.001603003917141543,1.0,1,1
C001,heavy,14,1260,90,78.70389623281807,89.82092326141762,10.406033566790938,7.5111181454790525,18.181276064956222,0.027545869852520846,0.023132122823582235,3,17,2,67.23562107851879,23.345738196076837,27.357404876599954,42.987466957646255,0.1496652063251549,1.9744162474938713,0.3864595488588859,0.09850008833479279,0.21717283096721016,0.2750810360798052,0.02278649575930589,1.0,1,1
C001,heavy,15,1350,90,74.6635367347288,84.14505513359246,10.848854743870106,9.391535225180409,18.056686352987548,0.0,0.013881556713286522,1,16,0,65.29606836923094,21.548158813009085,28.21719864803043,41.014703189031685,0.1850944519111799,1.8921520867870159,0.25384577305879663,0.13029614649441024,0.4574408009413243,0.14399024038447494,0.014427039120993908,1.0,1,1
C001,heavy,16,1440,90,75.51543912920744,82.53140771056253,11.061069515099184,9.357357973622292,19.011683976586014,0.017314910561963378,0.010412603450274002,1,20,1,69.23741493029527,24.304393792178907,26.787301732578037,48.446555069004724,0.16975191035333015,1.927776365077164,0.17340434004589464,0.29631340212113716,0.3570515419869759,0.17316616258099854,6.45532649936575e-05,1.0,1,1
C001,heavy,17,1530,90,74.42903268526787,82.23352102813382,9.391883138798509,8.021958765479809,14.67206244912009,0.020557172311640767,0.04266486154549906,0,17,1,73.26914503404302,20.567185114078335,23.00911460993938,44.96905637551846,0.1656033612786556,1.9374089977266697,0.31119831669996706,0.2004549374318772,0.3305704393102569,0.15775518925130289,2.1117306596046963e-05,1.0,1,0
C001,heavy,18,1620,90,80.45674007041188,86.79195156041757,10.10144280337922,9.682271852050903,16.64403519587615,0.03338885820805966,0.010199698993460595,1,19,1,67.81250014524493,21.829387977680867,33.33316494537107,56.127093630325746,0.14789653174682904,1.978522982687999,0.2724635514362017,0.305842250744767,0.22932834452137338,0.1923648413977716,1.0118998862804988e-06,0.9454176750936325,0,1
C001,heavy,19,1710,90,78.58868862961782,78.58868862961782,10.015542556334657,9.041728727320699,16.683795458139727,0.02097465187773802,0.03016384039218242,0,18,2,74.94479402857203,15.063839280680245,26.413012466963945,40.77518379227273,0.1773610422985663,1.9101085078358153,0.5097843717589702,0.2074355908976977,0.07729131070075458,0.13641889569897175,0.06906983094360562,1.0,1,0
C001,heavy,20,1800,90,83.24813380078626,88.8611146842224,9.19084459777842,7.402480179731413,21.20363604900961,0.019689424055332697,0.0007717722756642002,1,18,0,59.18496934561195,19.84275351399656,27.890091858436183,56.45912173892449,0.17249802092736766,1.921400093783639,0.15880138100570632,0.35871324682293065,0.1829359618194268,0.2995494068331841,3.5187521802517357e-09,0.9427982367987504,0,0
C001,heavy,21,1890,90,79.77663043495592,89.02707522465292,9.607733440704534,8.232372432176412,11.505184402879287,0.09483736119749755,0.10187765865558827,4,19,3,63.44006133231794,17.900457393594987,36.03878074960269,59.1772809075058,0.13585773799158385,2.0064761961368576,0.23514761249641278,0.20753867314241536,0.22769587972928385,0.3256893107148844,0.003928523917003512,0.9224594167585298,0,0
C001,heavy,22,1980,90,77.79493968109813,83.44648939178902,10.632081154722137,8.127784894313105,17.87319177405865,0.020374690694926433,0.015203087208270072,1,20,3,63.33403125400894,18.04081688102512,28.95491045702537,52.03536964388756,0.22246407581570316,1.8053825071477287,0.37165777113649934,0.08736349325799225,0.3691051090362733,0.17187155739906818,2.069170167058722e-06,0.9804424315739293,0,0
C001,heavy,23,2070,90,78.67767437069436,81.2903022161319,10.790461817570312,10.177122864207986,19.644403743629123,0.015701929126920908,0.0035442112002196744,0,18,0,66.3116913378724,21.7421940478708,31.281436813634556,60.68219462973794,0.15377349332176093,1.9648771004945913,0.1865250753661634,0.26720876717548003,0.3635275065613911,0.17915403888222595,0.0035846120147396032,0.9119824561481176,0,1
C001,heavy,24,2160,90,81.27165199114944,87.76802978287051,10.614362318444742,9.21249032347748,15.861312610771195,0.019695961276877706,0.029197099954016884,1,19,0,59.78479955438199,28.10724299827217,27.288279146498873,44.04339289174285,0.15627649467898108,1.9590653113217207,0.30098319338843227,0.3462852214000835,0.20015116066156058,0.14803250112102687,0.004547923428896791,1.0,1,0
C001,heavy,25,2250,90,83.32966153755214,94.91760197445403,9.475970642092047,8.442224798315857,11.004714916151208,0.08806992144924149,0.0809646028295303,2,17,1,58.2108796704311,14.942945524846952,37.67714599848041,61.24436879962316,0.15315979403067348,1.9663020661203798,0.30884169664953587,0.22911825131624025,0.2888072087202995,0.17322702956271274,5.813751211407628e-06,0.9082007877914979,0,0
C001,heavy,26,2340,90,80.54359891357745,85.55686445560367,9.462130303755593,6.734437329113777,14.30799070452749,0.02427472711821376,0.06121626522273309,1,15,1,74.2714884574739,23.35844956892963,38.517548692669024,53.697966982847845,0.15445805385853506,1.9632876001516042,0.2685142925364932,0.1469703115889618,0.22152082534418915,0.358491889764479,0.004502680765876937,0.965566965364229,0,0
C001,heavy,27,2430,90,85.97215198886647,90.80616836965633,9.419324931314156,6.610625179185801,17.60817763932811,0.01852059670130975,0.009607141313989398,1,17,1,66.38079100319668,16.849835658088715,31.686463492744267,56.478539809742074,0.25266117951008105,1.7352670036955258,0.39255366458261576,0.2629179077850514,0.027538503981952477,0.31300895491852726,0.003980968731853068,0.9426459968967136,0,0
C001,heavy,28,2520,90,84.57756842901146,96.37771027297029,10.59685787202944,8.86196975122489,12.14222090343874,0.0450607622669546,0.07195685910182122,1,18,2,75.71592668373361,18.492035937692446,37.67683357031444,62.824678992323825,0.054461540758359406,2.1954723133096743,0.32201337272597097,0.07418500587462781,0.2237709857638779,0.1696341578185994,0.21039647781692392,0.897932786972486,0,0
C001,heavy,29,2610,90,84.41182045631768,89.65973245665167,9.401342552148385,7.513882526422281,14.037974960013338,0.06413019854840936,0.05335336307293715,0,17,0,69.18445904003869,16.882657340258714,44.55020134556012,66.36432537905011,0.20188735391269352,1.8531601758350111,0.2557208060483153,0.06627550353689579,0.3416928968867581,0.33212547781141744,0.004185315716613481,0.8767084119442219,0,1
C001,heavy,30,2700,90,82.75082773423324,86.12066918516614,9.762091116288325,6.637970689102179,18.14824914188643,0.03322914540425418,0.0047257462519750305,1,20,0,56.02472240195556,20.090748049938767,35.07261255637144,48.567198232170796,0.28667809267275823,1.656282177321762,0.12704654444430205,0.15373315130913906,0.5759030446029098,0.14306696130824592,0.0002502983354033128,1.0,1,0
C001,heavy,31,2790,90,81.84996595540818,93.35367354688981,9.970894392618845,7.958981387097342,18.769479942985637,0.0,0.008879146520071069,2,18,0,56.912268954451235,16.656696570812358,31.583356042384455,53.30975333477387,0.17052712698039485,1.9259763678111588,0.2249035338339405,0.3715546875232961,0.26918892228842833,0.13277152140962917,0.0015813349447059669,0.968957328953447,0,0
C001,heavy,32,2880,90,87.3804312410367,95.9489625232838,10.748803701385372,9.589618859118536,16.53829276688421,0.02036260548928504,0.025550148128610208,3,18,0,68.02829709614137,18.895251466851622,26.53137792105616,58.16480779619493,0.14774032408869087,1.9788856856380668,0.3185719757726498,0.22292991983579308,0.25486929603015845,0.2036121438036465,1.6664557752197558e-05,0.9298131553668147,0,0
C001,heavy,33,2970,90,90.04213210064364,94.47060288931135,10.741497920242589,9.16127277564928,16.007587571237114,0.0266855145520669,0.02895846872148096,1,17,1,70.2179051004311,16.108511931803243,41.58632339255744,72.95742042102636,0.1628645891658883,1.943768229640798,0.1843660055350785,0.1851442398301889,0.35298102859510483,0.27750841122833503,3.148112927115773e-07,0.8426656193854323,0,0
C001,heavy,34,3060,90,83.41753896500298,88.85082352637545,10.036048140887944,7.995855688020825,18.982398119741227,0.0120774990590148,0.003450116406340584,0,18,0,63.80759409911766,18.480709152174345,34.547628242999835,62.65394565910616,0.1771916535479493,1.9105018163348308,0.32030531537998735,0.34994683330697707,0.21632843022898135,0.1103527616666565,0.003066659417397913,0.8990171622551169,0,0
C001,heavy,35,3150,90,87.32805705517669,95.99790705220934,10.04757931280609,8.608821571472513,15.797923609444327,0.014561015650944276,0.048605101769488734,2,17,4,62.127587284195606,18.321971647785002,28.968331758857587,57.809757586507075,0.13238275154209245,2.0145448648032844,0.339196294362482,0.1259658021367992,0.26815024026318574,0.24968219459256388,0.017005468644969133,0.9324529389374592,0,0
C001,heavy,36,3240,90,86.23885587005988,91.41413668204802,9.858816431071594,9.170103309774735,14.915605785240395,0.032157476131870276,0.04976859466564777,0,16,0,61.26365897890521,20.10675821229801,26.0679276775547,56.327823514359764,0.235025216842915,1.7762164408928034,0.48369298020081464,0.24514788558914954,0.17105805206456492,0.0996692333272629,0.0004318488182079413,0.9438303842824021,0,0
C001,heavy,37,3330,90,87.11893502559803,96.00026382604553,9.444361085651817,6.935935532506196,17.391695143502847,0.003040714414334506,0.01457262963401808,0,18,1,63.92246398359279,14.98238556083187,30.285677634363136,64.13206678428091,0.17785232592692168,1.9089677825765787,0.37528774374228513,0.0967311486226391,0.29305145311688063,0.22850423619699176,0.006425418321203279,0.8898205821788211,0,0
C001,heavy,38,3420,90,85.52246432263428,95.83594939825099,10.329066712813438,7.410272173911211,16.418896266089703,0.022229760001700655,0.030332051329124872,1,18,1,63.56165016927488,16.196077452784703,29.047507739754632,54.65838301339144,0.22749265143596897,1.793706516137768,0.3258155373206558,0.052911859805398906,0.3730060536586727,0.24686201375206834,0.0014045354632040753,0.9573863726720303,0,0
C001,heavy,39,3510,90,88.0506796974505,90.69240705716406,10.723478152273596,9.159735837667691,20.10083196508151,0.01884123987250656,0.019749174058200553,0,17,1,64.18611421035514,21.895559627021107,32.435919489234855,50.73280715877087,0.1428213210060757,1.9903072570944285,0.25541075068116836,0.14076830471777466,0.31210323746036667,0.2849478939684902,0.006769813172200214,0.9927777686139756,0,0
C001,heavy,40,3600,90,88.77845510556783,94.6673432765845,11.312085870534572,10.10099421229945,19.305431704017536,0.010906123355232684,0.004178428323641492,1,18,0,52.997143454042316,15.497687051510866,36.15157298308988,51.270019409872354,0.2687786437171944,1.697843410734688,0.34046280163935405,0.02793633165363555,0.22885297957693126,0.40186105964027724,0.0008868274898017407,0.9876143953160217,0,0
C001,heavy,41,3690,90,83.17584938577612,88.97668921690683,9.523118579589985,6.61492875622938,12.458291476208423,0.0721280485361831,0.0727805088597916,2,21,2,63.699864625549765,19.02978969963628,48.60118264762124,78.34365067040518,0.08039390712281691,2.1352592232811283,0.3128078029243933,0.15114693521422354,0.30849128281452654,0.16756812401039695,0.059985855036459625,0.8191069023074898,0,1
C001,heavy,42,3780,90,86.44862460239514,95.56066982536011,9.96881689176486,7.8444158088379865,19.643797090606824,0.017575167219056897,0.012241157470447628,2,17,2,60.88733361582227,17.456344356288977,25.05520859481412,48.51705211655486,0.11382863417827638,2.0576261911861664,0.1647774175764052,0.20833748457840712,0.3426918414214373,0.26204581814221195,0.02214743828153835,1.0,1,0
C001,heavy,43,3870,90,84.6161411671673,90.7720311914502,9.290773857009253,8.756011849565343,14.427432779730518,0.04480077783603944,0.06649712678315918,2,18,0,55.13934254498547,13.433256413279015,35.006062359499055,60.159267409169466,0.14009742914034673,1.9966319381448996,0.3293007412811147,0.21710466844206286,0.19752878561540657,0.25282816368808675,0.003237640973329104,0.9155635642036748,0,0
C001,heavy,44,3960,90,77.06446417426508,84.71098808217036,9.385817480301807,7.35881159562396,14.81805363050807,0.03655884593254968,0.04657038879559284,1,17,0,73.93453583474671,16.497687113619616,31.35144743531382,54.59364641207617,0.17786273178821344,1.9089436209148938,0.2272453583211537,0.24452037661181897,0.38873780761283755,0.13949645651255038,9.416395488936316e-10,0.957928736860142,0,1
C001,heavy,45,4050,90,83.11790855648434,88.61605411851838,9.401541778893428,8.955487791904828,13.574503165167762,0.03588669641580959,0.06606612289208179,1,16,0,70.62983563653525,19.1491810994837,32.6509508285185,42.84469805545164,0.15518186849188897,1.9616069546189292,0.27845280360137975,0.12838247809709394,0.296023702617012,0.2936028525804181,0.0035381631040960586,1.0,1,1
C001,heavy,46,4140,90,76.42890152060549,83.8171301312931,11.187515177025759,9.064573122314329,22.921022345697782,0.0036292429924029237,0.004816281910524628,1,18,2,61.88153119077897,22.7428500334918,26.28882747824787,47.87574114254174,0.2543811352098093,1.731273390234365,0.513396508872527,0.13067277843428343,0.286169890802313,0.03830622771981448,0.03145459417106212,1.0,1,1
C001,heavy,47,4230,90,80.9251075376298,93.70014594283735,10.279087032827405,8.615185702541968,20.434824607542737,0.003874063993841252,0.007114386236458135,1,22,0,66.13331860349123,17.716979584307786,26.126334093967394,44.29496860643726,0.17724256413896955,1.9103836056032135,0.32531951755527544,0.262031374214588,0.30077409859047793,0.11166515495799638,0.0002098546816622311,1.0,1,0
C001,heavy,48,4320,90,76.89969849983638,85.37405626965514,8.842687537598781,5.5637191933359755,16.563451132773693,0.005523101322459194,0.026846331925524686,0,22,0,65.42612398267046,18.54138764552994,36.048581850883664,64.29086737041888,0.17406233475159183,1.9177678695659524,0.3959985665601455,0.24141455019564748,0.18266223115228747,0.1799049524082612,1.969968365834803e-05,0.8888577123575274,0,0
C001,heavy,49,4410,90,81.10195561383499,88.37048261312643,9.539967338489335,7.793780372231024,16.499552011380477,0.03575237117018573,0.029928605754754135,1,19,0,63.53926235416646,14.133687921322139,35.160720711579415,51.00378538698091,0.1181151732242125,2.0476731557455756,0.31047341942939494,0.1640285668584568,0.2992646814603696,0.2084034333500965,0.017829898901682198,0.9901596875635381,0,1
C001,heavy,50,4500,90,77.69889698158286,87.92606588406544,10.754285683558408,8.808368706538026,18.84173189641976,0.01775796418787084,0.009703165180726971,0,20,0,73.89463641294545,20.57287000983285,32.73384269697714,47.703912981020295,0.2099710935666549,1.8343903136207231,0.3998385376410103,0.14385090402581574,0.35452480539518255,0.09464940671889638,0.0071363462190950884,1.0,1,0
C001,heavy,51,4590,90,81.6786549545624,87.67385884274158,10.145306036161687,7.781215362384145,16.682741798806774,0.01381433559839624,0.04507679753224621,2,21,2,65.53218306759405,17.73687028102189,27.26804940338323,52.07206272691412,0.11413679566822776,2.056910662364886,0.22588901379195697,0.28865758269151787,0.310562449005439,0.15452606866383903,0.02036488584724722,0.9801038831706305,0,0
C001,heavy,52,4680,90,82.33154026384354,94.36132465858063,10.652240214158164,7.886465400684891,20.3796464722764,0.01512479036547147,0.015121316442913032,1,21,0,64.81378187441726,24.174287364015374,28.128813360767353,55.53040210624473,0.140994929186811,1.9945480075718516,0.2523716086715909,0.21602872385311755,0.276297588727953,0.2552983341584392,3.7445888994022807e-06,0.9502038271209416,0,1
C001,heavy,53,4770,90,75.15253738066293,80.51152321812795,11.96672582128937,9.563397891125334,20.77865516353577,0.03143009721985893,0.006097674543055425,1,19,0,68.05528965760567,20.577933581185306,28.082975744982768,37.90050413420572,0.1297021892323108,2.0207689377404625,0.34159710286962947,0.22728590679420632,0.19157026555056803,0.23061082583792844,0.008935898947667779,1.0,1,0
C001,heavy,54,4860,90,79.55300487421776,90.12778571676546,10.192295498277856,7.896848932404929,15.89256609283928,0.016325979809487606,0.04566153941588845,5,19,0,54.23529332972383,23.59139999864583,30.909526768089023,50.379218214699094,0.17280019715150452,1.9206984623192087,0.46872146242264884,0.13245480073353275,0.2078772450333256,0.17016537201387505,0.020781119796617915,0.9962363527997229,0,1
C001,heavy,55,4950,90,75.62378447649169,78.1918612135397,11.567334274153271,9.520847731150688,24.33543219438895,0.004942567529553785,0.012665813075388166,0,22,0,68.02557857097402,15.787120391033199,29.775595913783807,46.31528537767332,0.2126077725179324,1.8282681346865537,0.4707905195524517,0.17797026696366594,0.14354134273028502,0.20766439313417526,3.347761942218514e-05,1.0,1,1
C001,heavy,56,5040,90,70.79086603014878,78.20148599221693,9.103137950649842,8.328053185766564,19.781334673593797,0.0,0.01949063641070497,1,21,1,66.2667494103974,17.65002562178655,21.68082322913319,33.58208117031391,0.17782274680015298,1.9090364631820451,0.384707061421057,0.29915168404754866,0.17994895812808812,0.1331499970927459,0.0030422993105603878,1.0,1,0
C001,heavy,57,5130,90,79.46821351107387,84.09894527069953,10.39931804679895,9.201694556003783,16.105816862870242,0.015939602711132938,0.03860670379786941,0,19,2,69.0514611190134,20.280092360297413,32.925334452467716,57.917977975911484,0.16040951580289287,1.949468733457347,0.3361365141394193,0.18405166931740838,0.2933611915208361,0.1864125797545193,3.804526781669325e-05,0.9316448957999326,0,0
C001,heavy,58,5220,90,75.46789640712797,84.55713207959627,11.640109564119044,9.434494950559955,22.517203435300203,0.006800409478079269,0.009097923945364616,0,21,1,65.45421452601511,15.905396342304833,31.984149681452642,71.18967603639689,0.20345299220038915,1.8495248763083791,0.38182423128995485,0.12902316668973562,0.1474544649618419,0.34159017391955193,0.00010796313891560692,0.8511745106979252,0,0
C001,heavy,59,5310,90,74.02711472703784,76.02684092806713,10.35892415441223,8.927558274586733,17.416524081225138,0.02418407381688357,0.021960236621159968,3,21,1,68.20034101596794,22.051493033592628,33.823242466655024,52.801374486444494,0.20059906106487968,1.8561514991927925,0.23211796232060605,0.06855907685790326,0.3806782562738381,0.31214114643594565,0.006503558111706964,0.9734725141093751,0,1
C001,heavy,60,5400,90,70.98511034823999,79.24619672576786,9.937559066021395,8.753347019370842,17.99989242422077,0.013425217929826422,0.002108687864508088,1,21,0,56.34407881670302,18.689374203709257,23.083741780281997,36.692949786079765,0.13741008675044764,2.002871753940588,0.21189617247945086,0.14632245399421975,0.4560694312481782,0.13633464697876232,0.049377295299388696,1.0,1,0
C001,heavy,61,5490,90,77.51778952078992,84.36807334752979,10.782334806611194,7.8977102207956085,12.314736825624859,0.05528507028168059,0.0808053581412592,0,19,1,76.20843952133606,19.04725301171099,36.385951985767036,66.01261264179163,0.12442005513677212,2.0330336732978562,0.4267984058651313,0.16831277838643427,0.20581504789933702,0.15955426902461514,0.03951949882448235,0.8787155002778569,0,0
C001,heavy,62,5580,90,74.88647632056824,81.25431938333794,10.816000212791211,8.604239474538328,16.145341734749316,0.013823827008998405,0.05450069737108833,1,19,1,68.68108089694041,13.525773949721378,29.216387706823756,66.44097448178613,0.27582948935680596,1.6814718541513598,0.5284135918466039,0.23070333488507994,0.16854740624009729,0.07233565779076545,9.237453427377499e-09,0.8762738252820115,0,1
C001,heavy,63,5670,90,77.84753445983135,82.41486762840559,9.43012303322093,7.7436554601315954,15.861111377827386,0.006653004298382056,0.023915429912032306,1,21,0,63.46624914705395,17.071300666206398,27.26413121497552,48.039445078446484,0.21187444797713184,1.8299708615405088,0.32498665611304905,0.2212954937380052,0.3740507324419296,0.07966582981688197,1.2878901340822107e-06,1.0,1,1
C001,heavy,64,5760,90,71.87404498391669,75.03791508058607,10.978825500564053,10.15046597756304,20.09013875164561,0.00300479190394589,0.02643620010136786,0,20,0,63.23390297847295,22.92379349413468,22.052485372304638,33.62447303593899,0.24958359399817254,1.7424129359600444,0.5238839880793235,0.18642096106642958,0.1697950169126347,0.11983800871852941,6.202522308272565e-05,1.0,1,0
C001,heavy,65,5850,90,81.23051929217242,86.32103114262766,10.983317531812224,10.353400339359478,18.78231287660061,0.0,0.041696040842829296,0,20,0,61.47175968761046,19.841329954393757,32.19833187521772,59.06361703353995,0.36352354506104667,1.477852562457066,0.21754846697630167,0.07246650718651522,0.6255082519696966,0.08446800741620693,8.766451279520284e-06,0.923272410874042,0,0
C001,heavy,66,5940,90,75.33891125380252,79.03404576507974,11.351539451055526,8.640471456530518,16.689289509915476,0.005926469956811302,0.021420211712139876,0,20,0,67.67760411050345,18.43121109459539,32.061861826623584,61.170566267269784,0.15941571139534194,1.9517762758320623,0.3598653523053074,0.25639775192487646,0.191598154816244,0.19178443322232713,0.000354307731244988,0.9086932836631813,0,0
C001,heavy,67,6030,90,76.6398166948729,87.56356356621242,10.111039332079324,5.965564397895638,17.101012815268476,0.0140324960007072,0.02645473009384961,3,16,1,67.67265583414793,20.803486335032648,36.3682888882228,52.16015786027468,0.17370606065186533,1.918595112407588,0.2653415508316291,0.4052152898733118,0.1921778211368028,0.13203104452686626,0.005234293631390195,0.9792930187764453,0,1
C001,heavy,68,6120,90,78.25124219190522,86.18937992972963,11.215283976624313,8.920613990946528,19.277582281278864,0.0063331480181308695,0.0015295630282292586,0,19,0,64.17534787708682,23.5291871653378,28.79908020835012,47.53964115632901,0.15951560988018543,1.9515443187334676,0.3537629115522802,0.32079975964282437,0.17959857517072822,0.13776167358289784,0.008077080051269439,1.0,1,1
C001,heavy,69,6210,90,74.23263470020387,81.99224823108992,11.850297375920627,10.127072364165942,20.64564511769183,0.01144777444347721,0.002352632036832142,0,20,1,73.16878938422354,23.049387695247177,23.55120844013338,35.374249878436146,0.12199357096954322,2.0386677950575445,0.2999843748014005,0.20419962793340363,0.18207877916413467,0.30087401785388596,0.012863200247175285,1.0,1,0
C001,heavy,70,6300,90,76.00850045744517,80.11428512841114,9.72455727524275,8.1400352578716,17.8070816149447,0.02086051769437075,0.014751827257466502,3,18,2,64.26049302760592,21.575831918472943,30.217872281501826,53.36716676488619,0.1805499505071727,1.902704092274235,0.4161940692294355,0.2262550886660724,0.12368764284367469,0.23005282677404454,0.0038103724867725665,0.968452815598904,0,1
C001,heavy,71,6390,90,77.76199602780366,86.47828319859912,10.332297453202301,7.553062150340463,19.58116504379674,0.014989235988934082,0.013096394255795124,1,19,0,63.97453394335944,23.427019543294755,25.80233532038541,43.22369770844975,0.15354672802488645,1.9654036332083495,0.3283227751611492,0.26370305752521733,0.1776409887612332,0.23033317783414445,7.182558396223543e-10,1.0,1,0
C001,heavy,72,6480,90,72.2932393354732,77.85048933695079,11.525568978904309,9.455497927063735,19.734832915520684,0.018980377984542007,0.013343837988252961,1,18,1,75.38799493405148,21.87327748333658,30.761651849862783,50.49856371114285,0.1943868641388694,1.8705757737662687,0.23187139260313644,0.43875385699899366,0.11832393502202662,0.2081375744592559,0.0029132409165872116,0.9950635754303643,0,0
